time,max_dev
1544679096,0.0308633833046
1544679097,0.0505018015712
1544679098,0.103242286145
1544679099,0.13244458181
1544679100,0.102851527767
1544679101,0.062676835943
1544679102,-0.137496242858
1544679103,-0.0309776657305
1544679104,0.0526478276769
1544679105,0.0710540160092
1544679106,0.0619984843448
1544679107,0.048574076574
1544679108,0.0319980050056
1544679109,0.0192311065321
1544679110,0.0125821407547
1544679111,0.0123332554549
1544679112,0.0157470532382
1544679113,0.014767487739
1544679114,0.0155715659039
1544679115,0.0173433743086
1544679116,0.0192396114117
1544679117,0.0208034613587
1544679118,0.0217115737971
1544679119,0.0164939474288
1544679120,0.0136291093666
1544679121,0.0137100665235
1544679122,0.0151179382829
1544679123,0.0170114519018
1544679124,0.0189794021606
1544679125,0.0181622457154
1544679126,0.0158042987275
1544679127,0.0156482457515
1544679128,0.0162399916144
1544679129,0.0171772888176
1544679130,0.0185398798449
1544679131,0.0197028029131
1544679132,0.0171834952948
1544679133,0.0162978113523
1544679134,0.0175891949361
1544679135,0.0184387316914
1544679136,0.0108951294745
1544679137,-0.0127668438128
1544679138,-0.00261376894353
1544679139,0.00291936121041
1544679140,0.00382451393523
1544679141,0.00255598964944
1544679142,-0.000981675328066
1544679143,-0.0117439300985
1544679144,0.00907485275975
1544679145,0.0053659900519
1544679146,0.00906353844273
1544679147,0.00879636755736
1544679148,0.00650927666347
1544679149,-0.00735303498291
1544679150,-0.00984024489061
1544679151,-0.00308802806145
1544679152,-0.00177087130657
1544679153,-0.00238263796303
1544679154,-0.00458300514333
1544679155,0.0648465133155
1544679156,0.0781566968697
1544679157,0.0618335629512
1544679158,0.0268256668455
1544679159,0.0125383183771
1544679160,0.0552568165372
1544679161,0.182386139276
1544679162,0.369971695717
1544679163,0.546327046845
1544679164,0.75603360685
1544679165,0.978499854777
1544679166,1.20506881352
1544679167,1.46667111328
1544679168,1.74224056983
1544679169,2.0517762193
1544679170,2.37360835954
1544679171,2.83712948696
1544679172,3.40773947805
1544679173,4.11245530229
1544679174,4.96287292121
1544679175,5.98908597209
1544679176,7.26842232452
1544679177,8.76406547443
1544679178,10.5167411038
1544679179,12.5588909844
1544679180,14.8811223378
1544679181,17.7756399761
1544679182,21.2800759241
1544679183,25.5156529736
1544679184,30.541846117
1544679185,36.5506835369
1544679186,43.6446840976
1544679187,52.038871668
1544679188,61.9819235108
1544679189,73.4763495844
1544679190,86.926093108
1544679191,102.974810891
1544679192,121.801881889
1544679193,143.889200683
1544679194,170.626468706
1544679195,201.810862747
1544679196,236.515695267
1544679197,265.527661788
1544679198,295.325226166
1544679199,323.827132459
1544679200,349.12469985
1544679201,367.715889049
1544679202,376.455263413
1544679203,376.834429693
1544679204,374.672803326
1544679205,374.681462433
1544679206,368.948037215
1544679207,349.413838629
1544679208,308.572756077
1544679209,244.391346827
1544679210,155.322954547
1544679211,51.3466227231
1544679212,-16.8966710785
1544679213,-44.9129555762
