time,max_dev
1544679148,3.5855918388e-05
1544679149,-0.00552379116791
1544679150,-0.00543254744035
1544679151,-0.00250430307903
1544679152,-0.00207014685561
1544679153,-0.00580079328361
1544679154,-0.00897565015494
1544679155,0.0565422865214
1544679156,0.0545416633241
1544679157,0.0409228466218
1544679158,0.0256950872069
1544679159,0.0150361189503
1544679160,0.0570543203417
1544679161,0.183094005571
1544679162,0.367358753642
1544679163,0.545192019799
1544679164,0.756992093785
1544679165,0.979278624589
1544679166,1.20584075704
1544679167,1.46758053107
1544679168,1.74292146039
1544679169,2.05258143661
1544679170,2.37465389277
1544679171,2.83835864657
1544679172,3.40895052468
1544679173,4.11362484382
1544679174,4.9640498681
1544679175,5.98984637471
1544679176,7.26868612303
1544679177,8.76414562476
1544679178,10.5168466458
1544679179,12.5589367329
1544679180,14.8810687733
1544679181,17.7755863402
1544679182,21.2797167131
1544679183,25.5149405706
1544679184,30.5402094392
1544679185,36.5487589958
1544679186,43.6419345492
1544679187,52.0351380125
1544679188,61.9776553855
1544679189,73.4720283889
1544679190,86.9216865404
1544679191,102.969700849
1544679192,121.79538358
1544679193,143.881141111
1544679194,170.615788563
1544679195,201.797033726
1544679196,236.508160023
1544679197,265.502942638
1544679198,295.27136108
1544679199,323.775023792
1544679200,349.048658096
1544679201,367.606454463
1544679202,376.309488038
1544679203,376.649652048
1544679204,374.658834041
1544679205,374.657962827
1544679206,368.856418611
1544679207,349.263149492
1544679208,308.3371395
1544679209,244.051796156
1544679210,154.887454128
1544679211,50.9184583708
1544679212,-17.0912570495
1544679213,-45.2802413185
1544679214,-75.8546437248
1544679215,-109.080527464
1544679216,-144.946391378
1544679217,-181.207084366
1544679218,-210.454187337
1544679219,-221.244221909
1544679220,-198.549179432
1544679221,-156.200330571
1544679222,-99.433483675
1544679223,-40.2240605236
1544679224,-1.24364362966
1544679225,10.8836501156
1544679226,23.8763881224
1544679227,36.4813494381
1544679228,44.3731356931
1544679229,45.576681779
1544679230,44.0292617501
1544679231,33.7268814108
1544679232,18.1469187917
1544679233,5.21414400286
1544679234,-0.258358969026
1544679235,-1.8430594543
1544679236,-1.25935021598
1544679237,-0.29420467477
1544679238,-0.138337603644
1544679239,-0.104196707151
1544679240,-0.109282118666
1544679241,-0.110657691917
1544679242,-0.113037395052
1544679243,-0.115246521235
1544679244,-0.121387565639
1544679245,-0.135393448532
1544679246,-0.142481157687
1544679247,-0.135715055137
1544679248,-0.131264950488
1544679249,-0.126534833229
1544679250,-0.117164945383
1544679251,-0.108359173456
1544679252,-0.103479568559
1544679253,-0.100313157275
1544679254,-0.100903330298
1544679255,-0.102048528486
1544679256,-0.103485138562
1544679257,-0.100411170537
1544679258,-0.0951355971263
1544679259,-0.0889063325561
1544679260,-0.0873168068524
1544679261,-0.0867720654835
1544679262,-0.0872954713
1544679263,-0.0815853068588
1544679264,-0.0772170774943
1544679265,-0.0715483767079
1544679266,-0.07127051653
1544679267,-0.0722153229499
1544679268,-0.0692990769086
1544679269,-0.0678617475433
1544679270,-0.0634051576817
1544679271,-0.0596589594441
1544679272,-0.0556622594979
1544679273,-0.0521393019208
1544679274,-0.0517293040877
1544679275,-0.0540677052154
1544679276,-0.0519807641034
1544679277,-0.0447633186887
1544679278,-0.040688902365
1544679279,-0.0392760323809
1544679280,-0.039142935872
1544679281,-0.0425341052924
1544679282,-0.047725533848
1544679283,-0.0565398895733
1544679284,-0.054369199694
1544679285,-0.0360157118753
1544679286,-0.0342691439425
1544679287,-0.0364360957656
1544679288,-0.0350167658697
1544679289,-0.0349172820122
1544679290,-0.0322770692869
1544679291,-0.0364990937583
1544679292,-0.0354538852656
1544679293,-0.0348661145391
1544679294,-0.0369721280851
1544679295,-0.0333845331637
1544679296,-0.0286556219444
1544679297,-0.0277085906848
1544679298,-0.0281022795407
1544679299,-0.0270032222497
1544679300,-0.0274122169992
1544679301,-0.0264788271296
1544679302,-0.0279279513525
1544679303,-0.0284816017611
1544679304,-0.0273941737434
1544679305,-0.0294377384795
1544679306,-0.0298214376997
1544679307,-0.0250751680429
1544679308,-0.0242439208638
1544679309,-0.0241295790806
1544679310,-0.0208907138829
1544679311,-0.0202200792067
1544679312,-0.0229235208814
1544679313,-0.0215994086044
1544679314,-0.0268771746197
1544679315,-0.0314822640709
1544679316,-0.0353421185257
1544679317,-0.0279548098773
1544679318,-0.0390738934845
1544679319,-0.0360765359009
1544679320,-0.0310859476645
1544679321,-0.0228997369657
