time,fb_0,fb_1,fb_2,wibb_0,wibb_1,wibb_2
1523504434.040127,0.9752643108367922,0.5092111229896547,9.666139602661133,-0.001820247736759484,-0.017784912139177322,0.004611489363014698
1523504434.05013,-0.2917949855327607,0.7971011400222777,9.534878730773928,-0.0020973847713321447,-0.04372813552618026,0.014005814678966999
1523504434.0600977,-1.489794731140137,0.31418114900588984,9.608199119567873,-0.0016275536036118867,-0.017463039606809616,0.005130471661686897
1523504434.0701303,-1.0199954509735105,-0.10987834632396698,10.21298122406006,-0.00289664976298809,0.02310599759221077,-0.015602095983922485
1523504434.0800893,0.641143262386322,0.7226538062095643,9.93344306945801,-0.0010035436134785412,0.027010260149836544,-0.013611747883260252
1523504434.090132,1.025240778923035,1.153436303138733,10.045804023742676,-0.002913275267928839,-0.008412039838731289,0.001619851216673851
1523504434.1001034,-0.2946184575557709,0.5984336137771606,9.704371452331545,-0.0054347552359104165,-0.029604585841298107,0.011801560409367086
1523504434.1101553,-1.4061260223388672,-0.1572308093309403,9.678838729858398,-0.004966793581843376,-0.012871697545051573,0.002598283579573036
1523504434.120137,-0.8174177408218382,0.008355017751455309,9.61260986328125,-0.0003696056082844734,0.016225034371018417,-0.007094264496117831
1523504434.1301146,0.7711904644966125,0.7767771482467651,9.1901330947876,-7.701131835347043e-05,0.00958664156496525,-0.009713330306112768
1523504434.140094,1.1504603624343874,0.8724475502967834,9.34365749359131,-0.004050217103213073,-0.016905665397644043,0.0052323080599308
1523504434.1500998,-0.2979647517204285,0.07372765243053438,9.67555332183838,0.0022466997615993023,-0.027301564812660217,0.015728494152426727
1523504434.1601336,-1.7545263767242432,-0.19591037929058078,10.25861358642578,0.0019652370829135184,0.002280998509377241,0.005008026957511902
1523504434.1701338,-1.1517274379730225,0.9440435767173768,10.24651718139648,-0.0007953187450766563,0.025482175871729854,-0.01629168540239334
1523504434.1801052,0.6514710187911987,1.4659142494201662,9.996279716491701,-0.002954005030915141,0.007240135222673415,-0.009461764246225357
1523504434.1901193,1.1642013788223269,0.16656154394149783,9.914321899414062,-0.005541063379496337,-0.037091169506311424,0.005714190192520618
1523504434.2001002,0.020787464454770088,-0.7524954080581665,9.99122142791748,-0.002627239795401693,-0.037601880729198456,0.009952370077371597
1523504434.2101233,-1.187204957008362,0.3644876182079316,9.52646255493164,-0.0031310701742768288,-0.00034201252856291836,-0.0005786503897979856
1523504434.22015,-0.7503457665443422,1.4826625585556032,9.241697311401367,-0.003169204806908965,0.034024618566036224,-0.01628049835562706
1523504434.2301412,0.27442610263824463,0.603636920452118,9.530004501342772,-0.0019972650334239006,0.02841972932219505,-0.015327191911637785
1523504434.240105,0.4796358644962311,-0.6750304102897644,10.27594089508057,2.1519503206945956e-05,-0.004652889911085368,-0.0009573398274369537
1523504434.250132,-0.6025733947753906,0.16138699650764465,10.45485496520996,-0.0008354778401553632,-0.033856946974992766,0.008268950507044792
1523504434.2600977,-0.8281962275505068,1.4518922567367554,10.086650848388672,-0.00516479415819049,-0.02485855296254158,-0.0015413330402225254
1523504434.2701206,-0.16347949206829074,1.1196619272232056,9.483857154846191,-0.008607577532529833,-0.003929387778043747,-0.007590030785650014
1523504434.280104,0.3794260919094087,-0.6821619868278505,9.863842010498049,-0.0046893018297851086,0.010656928643584253,-0.007880544289946558
1523504434.2900953,-0.21591992676258087,-0.4886375665664673,9.508525848388672,-0.0023446499835699805,0.006644820794463158,-0.00039971558726392697
