time,max_dev
1523501702,-0.000466531803051
1523501703,-0.0274606228101
1523501704,-0.0229097816012
1523501705,-0.0193480399399
1523501706,-0.00320758139648
1523501707,0.00230892066909
1523501708,0.00390808313617
1523501709,-0.000881792032739
1523501710,-0.00804934730998
1523501711,-0.0124030846221
1523501712,-0.0140431647514
1523501713,-0.010415590187
1523501714,-0.0082354273619
1523501715,-0.00750225315074
1523501716,-0.0116294995134
1523501717,-0.00951950467306
1523501718,-0.00750998462029
1523501719,-0.0073911403101
1523501720,-0.00827539438556
1523501721,-0.00866150221138
1523501722,-0.0104049319561
1523501723,0.000966891955363
1523501724,0.00338399405798
1523501725,0.00366999939397
1523501726,0.00113844867262
1523501727,-0.00404141544358
1523501728,-0.00532250404112
1523501729,-0.00581908464995
1523501730,-0.00579875500113
1523501731,-0.00391393673413
1523501732,-0.00230755604268
1523501733,-0.00166465328799
1523501734,-0.00205370679103
1523501735,-0.0153502040312
1523501736,-0.0195394811287
1523501737,-0.021606948993
1523501738,-0.0348661686627
1523501739,-0.0142931877311
1523501740,-0.00787424266258
1523501741,-0.00381186401526
1523501742,-0.00239776238836
1523501743,-0.00135484081255
1523501744,-0.000855781000168
1523501745,-0.00270230491757
1523501746,-0.00866804378357
1523501747,-0.00472767381035
1523501748,-0.00309774032139
1523501749,-0.00219527516997
1523501750,0.0503250733164
1523501751,0.148857445059
1523501752,0.0787602745374
1523501753,-0.130870781108
1523501754,-0.0230124719431
1523501755,-0.00477712279343
1523501756,-0.031995968592
1523501757,-0.0611843959589
1523501758,-0.113150728962
1523501759,-0.0191202901365
1523501760,0.126720224383
1523501761,0.181683323647
1523501762,0.173246872288
1523501763,0.0497870774759
1523501764,0.0822368066208
1523501765,0.450190194787
1523501766,2.52693463752
1523501767,2.61488473782
1523501768,2.57029374665
1523501769,2.16956128543
1523501770,1.23672664254
1523501771,0.889210168881
1523501772,6.10512105264
1523501773,5.84413196807
1523501774,7.19601544482
1523501775,7.79525204393
1523501776,7.84478846846
1523501777,7.22909500036
1523501778,5.12499671774
1523501779,3.8406227943
1523501780,1.85474179888
1523501781,-2.13395575206
1523501782,-4.11882854052
1523501783,-5.14409169354
1523501784,-3.54556146294
1523501785,-0.622226062155
1523501786,0.717688389618
1523501787,1.28500165001
1523501788,1.49433567009
1523501789,1.46667978847
1523501790,0.981203693001
1523501791,0.447240974229
1523501792,0.221642077043
1523501793,-0.045544817985
1523501794,-0.216045221942
1523501795,-0.0335172985197
1523501796,0.0215933959229
1523501797,0.0357053585347
1523501798,0.0383665108477
1523501799,-0.027378215998
1523501800,-0.067244030586
1523501801,-0.062766697587
1523501802,-0.0693583019441
1523501803,-0.088358383995
1523501804,-0.0593239702513
1523501805,-0.0571244562887
1523501806,-0.063746899227
1523501807,0.0658261193979
1523501808,0.177836748954
1523501809,0.179554644965
1523501810,0.103667772323
1523501811,0.0739153126395
1523501812,0.0770281532297
1523501813,0.0380477252155
1523501814,0.0470535007276
1523501815,0.059617265453
1523501816,0.0554063607937
1523501817,0.0226963635578
1523501818,0.0646624350502
1523501819,0.0709621757177
1523501820,0.130912929025
1523501821,0.196297848681
1523501822,0.20166604706
1523501823,0.179571351001
1523501824,0.0395504758048
1523501825,-0.0895546976926
1523501826,-0.138087641436
1523501827,-0.0149150516965
1523501828,-0.00677298655577
1523501829,0.0337561503647
1523501830,0.0345118220707
1523501831,-0.00181631225129
1523501832,-0.0615990704308
1523501833,-0.12932845562
1523501834,0.0599978744555
1523501835,0.162494931712
1523501836,0.195895730029
1523501837,0.192061718222
1523501838,0.111527166914
1523501839,-0.0383810280656
1523501840,-0.125573832966
1523501841,-0.0318635140561
1523501842,0.0318709592166
1523501843,0.0292190724663
1523501844,-0.144075099123
1523501845,-0.24593229667
1523501846,-0.220943522841
1523501847,-0.209854497809
1523501848,-0.146622625847
1523501849,0.0921206450587
1523501850,0.431684378742
1523501851,0.590991227183
1523501852,0.58799634226
1523501853,0.374158241508
1523501854,0.00975701169628
1523501855,-0.133388911303
1523501856,-0.0241086106315
1523501857,0.253376099616
1523501858,0.494979797021
1523501859,0.553599281131
1523501860,0.620429121446
1523501861,0.766110699559
1523501862,0.832040389407
1523501863,0.0107762802157
1523501864,-0.499563969078
1523501865,-0.769608159136
