time,sins_x,sins_y,x,y,z,ve,vn,vu,sins_pitch,sins_roll,sins_yaw,pitch,roll,yaw,gnss_mode,frame_type,measure_type,is_have_var,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9
1523500898.0852513,2.2229056558622418,0.6347157738735326,127.36311233666665,36.36653503333334,47.8492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,8.099999999999996e-05,0.000169,0.0006250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500899.085682,2.2229063437837673,0.6347149289305526,127.36315175166669,36.36648662166666,47.8391,3.4438183013203933,-5.428130983964911,-0.010095652973827087,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,8.099999999999996e-05,0.000169,0.0006250000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500900.0865119,2.2229071008494183,0.6347139947139817,127.36319512833332,36.366433095,47.8077,3.7879872811410884,-5.998942905585178,-0.031373961648826915,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,8.099999999999996e-05,0.000256,0.0008410000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500901.0866828,2.2229079130965634,0.6347129970256036,127.36324166666665,36.36637593166666,47.8242,4.067270012646577,-6.411063572819421,0.016497179871090662,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0001,0.00028900000000000003,0.0009609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500902.0861554,2.2229087173442825,0.6347120148124783,127.36328774666664,36.366319655,47.7845,4.030642116871015,-6.316429469407071,-0.03972094810895955,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0001,0.000256,0.0009609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500903.0868773,2.222909509694674,0.6347110694839777,127.36333314499998,36.36626549166666,47.7816,3.9684704093772023,-6.073232968008755,-0.0028979079091233087,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.000144,0.000361,0.001444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500904.086577,2.222910298030809,0.6347101165051173,127.36337831333336,36.36621089,47.8273,3.951068624978115,-6.127733087711755,0.04571373274404352,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.000144,0.00032399999999999985,0.0012250000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500905.0853798,2.222911113943145,0.6347091075884543,127.36342506166666,36.36615308333332,47.8256,4.090518581599316,-6.491609498906197,-0.001702037508566092,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0001,0.000256,0.0009609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500906.0854921,2.222911930059104,0.6347080171358266,127.36347182166669,36.366090605,47.7733,4.077437438621093,-7.001318943190487,-0.052294127623057324,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0.0001,0.000256,0.0009609999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523500907.086329,2.22291276991154,0.6347068877041789,127.3635199416667,36.36602589333334,47.7357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0.0001,0.000225,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
