time,sins_x,sins_y,x,y,z,ve,vn,vu,sins_pitch,sins_roll,sins_yaw,pitch,roll,yaw,gnss_mode,frame_type,measure_type,is_have_var,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9
1523500898.1776805,2.22290566990427,0.634715708588754,127.36311314121562,36.366531292791066,45.87204344,0.0,0.0,0.0,0.0,0.0,-2.5756973519139397,0.0,0.0,-147.5765875676911,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500898.3408842,2.222905778234614,0.634715575085021,127.36311934808711,36.36652364359061,45.86666351,0.0,0.0,0.0,0.0,0.0,-2.575917771589988,0.0,0.0,-147.5892166848503,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500898.504097,2.222905888562416,0.6347154390913905,127.36312566940452,36.366515851729545,45.86215848,0.0,0.0,0.0,0.0,0.0,-2.5762305447542904,0.0,0.0,-147.60713726710978,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500898.6673021,2.2229060008487798,0.6347153006073295,127.36313210293928,36.366507917177316,45.85865588,0.0,0.0,0.0,0.0,0.0,-2.5767527142382805,0.0,0.0,-147.63705537473294,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500898.8305097,2.2229061150353613,0.6347151596320381,127.36313864534847,36.3664998398881,45.85664436,0.0,0.0,0.0,0.0,0.0,-2.5768910826373617,0.0,0.0,-147.64498330001828,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500898.9937177,2.222906231180502,0.634715016166315,127.36314529997483,36.36649161990766,45.85631784,0.0,0.0,0.0,0.0,0.0,-2.576894313430609,0.0,0.0,-147.64516841083582,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.1569214,2.22290634927761,0.6347148705247283,127.3631520664407,36.36648327525943,45.85584168,0.0,0.0,0.0,0.0,0.0,-2.576808708202238,0.0,0.0,-147.64026359254592,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.3201277,2.2229064691872567,0.6347147228626953,127.36315893675739,36.36647481484814,45.85512943,0.0,0.0,0.0,0.0,0.0,-2.57658692683063,0.0,0.0,-147.62755645597815,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.4833384,2.2229065911332486,0.6347145727112962,127.36316592374806,36.36646621180668,45.85498207,0.0,0.0,0.0,0.0,0.0,-2.5764059798374124,0.0,0.0,-147.6171889569512,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.6465418,2.222906714794539,0.6347144205381178,127.36317300901808,36.366457492925804,45.855455,0.0,0.0,0.0,0.0,0.0,-2.576412065234782,0.0,0.0,-147.61753762453714,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.8097517,2.2229068402133167,0.634714266186409,127.36318019498471,36.36644864922433,45.85596753,0.0,0.0,0.0,0.0,0.0,-2.5765589679346266,0.0,0.0,-147.6259545292373,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500899.972991,2.222906967327943,0.6347141098126539,127.36318747811632,36.366439689668134,45.85632749,0.0,0.0,0.0,0.0,0.0,-2.5764761530070004,0.0,0.0,-147.62120958340364,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.1361468,2.2229070960312933,0.6347139518873707,127.3631948522751,36.366430641215935,45.85633125,0.0,0.0,0.0,0.0,0.0,-2.5767623599517644,0.0,0.0,-147.63760803340597,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.299452,2.222907226242281,0.634713792566778,127.36320231281515,36.36642151281838,45.85499376,0.0,0.0,0.0,0.0,0.0,-2.577017689148725,0.0,0.0,-147.65223731877825,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.4626606,2.222907357734126,0.6347136315331088,127.3632098467429,36.366412286268776,45.85365823,0.0,0.0,0.0,0.0,0.0,-2.5771402499861926,0.0,0.0,-147.65925953749874,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.625857,2.2229074904646366,0.6347134689431144,127.36321745164096,36.36640297054831,45.85363746,0.0,0.0,0.0,0.0,0.0,-2.5763887537082244,0.0,0.0,-147.6162019724514,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.7889934,2.2229076244077746,0.634713305111095,127.36322512601747,36.36639358366505,45.855042,0.0,0.0,0.0,0.0,0.0,-2.5755865226830936,0.0,0.0,-147.57023752051694,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500900.9522269,2.2229077592424935,0.6347131405046392,127.36323285147779,36.36638415240985,45.85530548,0.0,0.0,0.0,0.0,0.0,-2.574753266788566,0.0,0.0,-147.52249547450612,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500901.115384,2.2229078939670845,0.6347129755820068,127.36324057062825,36.366374703039064,45.85251456,0.0,0.0,0.0,0.0,0.0,-2.573666339922005,0.0,0.0,-147.46021915241278,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
1523500901.278608,2.222908027612144,0.6347128111165594,127.36324822792612,36.366365279863054,45.84731611,0.0,0.0,0.0,0.0,0.0,-2.572247997477188,0.0,0.0,-147.3789541164205,0,2,4,1,0.0013479511,0.0011385808,0.0009,0.0,0.0,0.0,0.0,0.0,6.85389194520071e-06,0.0
